ID,TI,DO,UR,PY
989,An assessment of knowledge of relationship between periodontal disease with pregnancy outcome and fertility among some pregnant women in Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266965,2018
990,A five year audit of cases admitted in maxillofacial surgery wards in a Nigerian teaching hospital,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266966,2018
991,Oral health status and treatment needs of in-patients of a Nigerian psychiatric hospital,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266967,2018
992,Dental habits among 2 to 5 years old children in Benin city,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266968,2018
993,Endodontic treatment: an analysis of demand by adult patients in a tertiary hospital in Southern Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1266973,2018
994,"Culture and patients' perception to maxillofacial surgical practices in kano, Nigeria",,https://search.bvsalud.org/aimafro/resource/en/biblio-1266974,2018
995,"Pattern and Presentation of tongue lesions in Kaduna, Nigeria: an 8-year Review",,https://search.bvsalud.org/aimafro/resource/en/biblio-1266977,2018
996,Facteurs influençant la douleur post-obturation dans le traitement en consultation unique du canal radiculaire en utilisant des instruments endodontiques rotatifs,,https://search.bvsalud.org/aimafro/resource/en/biblio-1268180,2018
997,Déterminants de la maladie parodontale en milieux hospitaliers à Kinshasa,,https://search.bvsalud.org/aimafro/resource/en/biblio-1268181,2018
998,Impact des malocclusions sur la qualité de vie en lien avec la santé bucco-dentaire chez les patients nécessitant un traitement orthodontique,,https://search.bvsalud.org/aimafro/resource/en/biblio-1268187,2018
999,Sodium hypochlorite and its use as root canal irrigant: a survey among ghanaian dental practitioners,,https://gcps.edu.gh/wp-content/uploads/2018/03/An-Observational-Review-Of-Determinants-Of-Perinatal-Deaths-In-Kwahu-East-113.pdf,2018
1000,Connaissances et pratiques en hygiène hospitalière des personnels du centre de consultations et de traitements odontostomatologiques du CHU de Cocody d'Abidjan (Côte d'Ivoire),,https://search.bvsalud.org/aimafro/resource/en/biblio-1269316,2018
1001,"Ostéomes maxillo-mandibulaires : épidémiologie, diagnostic, classification et thérapeutique au centre hospitalier et universitaire de Yaoundé (Cameroun)",,https://www.hsd-fmsb.org/index.php/hsd/article/view/997/pdf_532,2018
1002,Aspects épidemiologiques des anomalies dentaires chez les enfants porteurs de syndrome de down au CNHU-HKM de Cotonou,,https://search.bvsalud.org/aimafro/resource/en/biblio-1264169,2018
1003,Associated anomalies in cleft lip and palate: Analysis of 811 consecutive patients,,https://search.bvsalud.org/aimafro/resource/en/biblio-1272094,2017
1004,Les améloblastomes des maxillaires au centre hopsitalier universitaire d'odontosmatologie de Bamako,,https://search.bvsalud.org/aimafro/resource/en/biblio-1265721,2017
1005,"Comparative efficacy of amoxicillin/clavulanic acid and levofloxacin in the reduction of postsurgical sequelae after third molar surgery: a randomized, double-blind, clinical trial in a Nigerian university teaching hospital",,http://www.nigerianjsurg.com/temp/NigerJSurg22270-2274974_061909.pdf,2017
1006,Demographic and clinical profile of craniofacial clefts at comprehensive rehabilitation service in Uganda,,https://search.bvsalud.org/aimafro/resource/en/biblio-1256869,2017
1007,"Epidemiology, clinical features and treatment of lip cancers in Senegal",,http://www.hsd-fmsb.org/index.php/hsd/article/view/751/pdf_411,2017
1008,Reasons for Seeking Dental Healthcare Services in a Nigerian Missionary Hospital,,http://www.smjonline.org/temp/SahelMedJ19138-2539123_070311.pdf,2016
1009,"Antimicrobial susceptibility pattern of oral microbial isolates among pregnant women in Ibadan South-East Local Government Area, Nigeria",,https://search.bvsalud.org/aimafro/resource/en/biblio-1256778,2016
1010,Perceptions of undergraduate dental students at maker ere college of health sciences; Kampala; Uganda towards patient record keeping,,https://search.bvsalud.org/aimafro/resource/en/biblio-1256920,2016
1011,Prévalence de la malocclusion de classe III chez les enfants scolarisés dans la Wilaya de Constantine,,https://indexmedicus.afro.who.int/iah/fulltext/Prévalence de la Malocclusion de Classe III chez les Enfants Scolarisés dans la Wilaya de CONSTANTINE final.pdfhttps://fi-admin.bvsalud.org/document/view/8cf7z,2015
1012,Relationship between Obesity and Oral Diseases,,http://www.njcponline.com/article.asp?issn=1119-3077;year=2014;volume=17;issue=6;spage=683;epage=690;aulast=Sede;type=2,2015
1013,Endodontic Treatment of the Pregnant Patient: Knowledge; Attitude and Practices of Dental Residents,,https://search.bvsalud.org/aimafro/resource/en/biblio-1267638,2015
1014,Pattern of Utilization of Dental Services at Federal Medical Centre; Katsina; Northwest Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1271658,2014
1015,Management of dental anxiety: a survey of Nigerian dentists,,https://search.bvsalud.org/aimafro/resource/en/biblio-1271665,2014
1016,Utilization of Teeth Replacement Service among the Elderly Attending Teaching Hospitals in Lagos; Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1259252,2014
1017,Dental Services and Attitudes towards its Regular Utilization among Civil Servants in Ibadan; Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1259387,2014
1018,Knowledge of Consequences of Missing Teeth in Patients Attending Prosthetic Clinic in U.C.H. Ibadan,,https://search.bvsalud.org/aimafro/resource/en/biblio-1259390,2014
1019,Neonatal Cleft Lip Repair in Babies with Breastfeeding Difficulties at Polokwane Mankweng Hospital Complex,,http://www.sajch.org.za/index.php/SAJCH/article/view/693/585,2014
1020,Role of Patients' Demographic Characteristics and Spatial Orientation in Predicting Operative Difficulty of Impacted Mandibular Third Molar,,https://www.ajol.info/index.php/amhsr/article/view/87732http://www.ajol.info/index.php/amhsr/article/view/87732/77388,2013
1021,Effectiveness of an Oral Health Care Training Workshop for School Teachers: A Pilot Study,,https://search.bvsalud.org/aimafro/resource/en/biblio-1259378,2013
1022,Influence of Parental Socioeconomic Status on Caries Prevalence among Children Seen at the University College Hospital; Ibadan,,https://search.bvsalud.org/aimafro/resource/en/biblio-1259385,2013
1023,National oral health survey Namibia 2010/11,,https://search.bvsalud.org/aimafro/resource/en/biblio-1277983,2013
1024,Relationship Between the Concentration of Volatile Sulphur Compound and Periodontal Disease Severity in Nigerian Young Adults,,https://search.bvsalud.org/aimafro/resource/en/biblio-1267629,2013
1025,Evaluation de la sante bucco-dentaire des patients diabetiques camerounais,,http://www.hsd-fmsb.org/index.php/hsd/article/view/242/pdf_138,2013
1026,Assessment of Oral Health Problems among the Elderly Populace of Ikibiri Community; Yenagoa Local Government Area of Bayelsa State and Possible Solutions,,https://search.bvsalud.org/aimafro/resource/en/biblio-1273934,2013
1027,The Spectrum of Pulpal Diseases and Therapies in Children in a Tertiary Centre in Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1274187,2013
1028,Lip Pattern of Orthodontic Patients Seen at the Orthodontic Clinic of University of Port Harcourt Teaching Hospital; Port Harcourt,,https://search.bvsalud.org/aimafro/resource/en/biblio-1274197,2013
1029,Survey of the Reasons for Dental Extraction in Eastern Nigeria,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3573506/http://www.amhsr.org/temp/AnnMedHealthSciRes22129-2575748_070917.pdf,2012
1030,Serum Uric Acid Levels in Oral Cancer Patients Seen at Tertiary Institution in Nigeria,,http://www.ajol.info/index.php/aipm/article/view/80023/70291,2012
1031,Psychosocial Aspect of Anterior Tooth Discoloration among Adolescents in Igbo-Ora; Southwestern Nigeria,,http://www.ajol.info/index.php/aipm/article/view/73451/62368,2012
1032,Standard guidelines on infection prevention control in dental surgery,,https://search.bvsalud.org/aimafro/resource/en/biblio-1277991,2012
1033,Oral manifestation of HIV/AIDS infections in paediatric Nigerian patients,,https://search.bvsalud.org/aimafro/resource/en/biblio-1267601,2012
1034,Does any Relationship Exist between Self Reported Gingival Bleeding; Oral Health Perception; Practices and Concerns?,,http://www.nigeriamedj.com/temp/NigerMedJ533161-2766371_074103.pdf,2012
1035,Paediatric head and neck cancers in Nigeria: implications for treatment planning in resource limited settings,,http://www.nigeriamedj.com/temp/NigerMedJ534245-1105241_030412.pdf,2012
1036,Prevalence of six Periodental Pathogens in Rwandan Women's Gingival Crevicular Fluide,,http://www.bioline.org.br/pdf?rw12009,2012
1037,Oral Health Care Habits and its Role in Preventing Adverse Prenancy Outucomes in Rwanda,,http://www.bioline.org.br/pdf?rw12010,2012
1038,Pattern of Dental Malocclusion in Orthodontic Patients in Rwanda: a Retrospective Hospital Based Study,,http://www.bioline.org.br/pdf?rw12003,2012
1039,Knowledge and Utilisation of Expanded Functions of Oral Hygiene and Barriers to Successful Implementation in Public Healthcare Services in Gauteng,,http://www.sajei.co.za/index.php/SAJEI/article/view/371/632,2012
1040,Prevalence and Analysis of Factors Related to Occurrence of Pulp Stone in Adult Restorative Patients,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3507086/http://amhsr.org/Articles/Udoye et al(2).pdf,2011
1041,Oral Warts among Children Attending a Missionary Dental Clinic in Cameroon,,https://search.bvsalud.org/aimafro/resource/en/biblio-1267979,2011
1042,Prevalence of Dental Caries among Adult Patients Attending a Tertiary Dental Institution in South-South Region of Nigeria,,https://search.bvsalud.org/aimafro/resource/en/biblio-1274179,2011
1044,"Effects of oral hygiene, residual caries and cervical Marginal-gaps on the survival of proximal atraumatic restorative treatment approach restorations.",10.4103/0976-237X.91796,http://www.epistemonikos.org/documents/175f43f30d4729ab5a8ec189cdd9987229e337a8,2011
1045,Non-surgical oral hygiene interventions on disease activity of Rheumatoid arthritis patients with periodontitis: A randomized controlled trial.,10.34172/joddd.2020.004,http://www.epistemonikos.org/documents/3db9290f7d2d8e30721b5aad2f93f17de4eea2ed,2020
1046,Herpes labialis among dental healthcare providers in Nigeria.,10.4103/0975-962X.158186,http://www.epistemonikos.org/documents/0710c49d8e7c9fe1670097cf4c961abc51968874,2015
1047,HIV TESTING IN DENTAL PRACTICE: PERCEPTION AND ATTITUDE OF DENTISTS IN SOUTHWESTERN NIGERIA.,,http://www.epistemonikos.org/documents/505e60558b71094f2d56ce18d03f253c33d64b61,2014
1048,"[Cervicofacial cellulitis of dental origin: etiology, epidemiological and therapeutic aspects].",,http://www.epistemonikos.org/documents/d6f7c4a6e61fdfa4cbfd8eeefabc6e91ebabb184,2012
1049,"A two-year audit of non-vascularized iliac crest bone graft for mandibular reconstruction: technique, experience and challenges.",10.5125/jkaoms.2014.40.6.272,http://www.epistemonikos.org/documents/e10c200956d79bda1d05d5bc7943bbfaf08cf52a,2014
1050,Prevalence of undiagnosed HIV infection among dental patients in a Nigerian secondary healthcare facility.,10.4103/2231-0762.159963,http://www.epistemonikos.org/documents/3df1dedfecdd4692effaadb1d124045f37e24de5,2015
1051,"A Community-based Oral Health Promotion Model for HIV Patients in Nairobi, East District in Kenya: a Study Protocol.",10.4081/jphr.2013.e5,http://www.epistemonikos.org/documents/68152d91ee9cab20eb2ae71c479abd893f5bef2e,2013
1052,"DENTAL CARIES AND NUTRITIONAL STATUS OF SCHOOL CHILDREN IN LAGOS, NIGERIA - A PRELIMINARY SURVEY.",,http://www.epistemonikos.org/documents/34d9003259c169184d82940b87fb7a0dd61c33aa,2016
1053,The COVID-19 pandemic and orthodontic practice in Nigeria,10.4103/jos.JOS_40_20,http://www.epistemonikos.org/documents/75f0e032bd4f008c254a05d54941c8c35fcf324c,2021
1054,"Periodontitis and Rheumatoid Arthritis in sub-Saharan Africa, gaps and way forward: a systematic review and meta-analysis.",10.4236/ojst.2019.910023,http://www.epistemonikos.org/documents/95503d16034ccb5e02666b7dcb819b2cff5d9142,2019
1055,Clinical evaluation of resin composite and resin-modified glass ionomer cement in non-carious cervical lesions.,,http://www.epistemonikos.org/documents/19ed6ed5ba523a75b6090067c0fa12baf39bdd30,2012
1056,Effect of Education of Primary Health Care Workers on HIV-related Oral Lesions in Nairobi East District.,10.4081/jphr.2012.e20,http://www.epistemonikos.org/documents/72c4aaaca6717bba24fd1804b0e699adbd41c6e9,2012
1057,"Survival and associated factors among patients with oral squamous cell carcinoma (OSCC) in Mulago hospital, Kampala, Uganda.",10.1186/s41199-018-0036-6,http://www.epistemonikos.org/documents/cb78b0dd448dfcbf02987aaf723f84047dd9add7,2018
1058,maxillofacial fractures a three year survey,10.14740/JCS387,http://www.epistemonikos.org/documents/9c8b10c54279f9473b4197c33d399460db965fa5,2019
1059,Infection Control Practices Among Private Practicing Dentists in Nairobi During the Pre-coronavirus Disease 2019 Period,10.3389/froh.2020.587603,http://www.epistemonikos.org/documents/dd73fcb56289ce65a8cb914402801837e81b7099,2020
1060,Dental esthetics and oral health-related quality of life in young adults.,10.1016/j.ajodo.2016.03.025,,2016
1061,Dental caries in children--an assessment of the knowledge of Nigerian paediatricians.,,,2013
1062,Dental caries and associated factors among primary school children in Bahir Dar city: a cross-sectional study.,10.1186/1756-0500-7-949,,2014
1064,Anthropometric and aesthetic outcomes for the nasolabial region in 101 consecutive African children with unilateral cleft lip one year after repair using the anatomical subunit approximation technique.,10.1016/j.ijom.2017.05.022,,2017
1065,Outcomes with a posterior reduced dental arch: a randomised controlled trial.,10.1111/joor.12549,,2017
1066,"Prevalence and pattern of early childhood caries in Ibadan, Nigeria.",,,2014
1067,Pattern of presentation and outcome of routine dental interventions in patients with halitosis.,10.4103/1117-1936.196264,,2016
1068,A comparison of endodontic treatment outcomes between HIV-positive and HIV-negative patients.,,,2012
1069,Maternal knowledge and awareness of factors affecting oral health in the paediatric population.,,,2013
1070,Analysis of reasons for extraction of endodontically treated teeth: a prospective study.,10.1016/j.joen.2011.07.002,,2011
1071,Clinical correlates of a lateral-flow immunoassay oral risk indicator.,10.1902/jop.2013.130116,,2014
1073,Unilateral sagittal split mandibular ramus osteotomy: indications and geometry.,10.1016/j.bjoms.2015.10.029,,2016
1074,Masticatory efficiency of shortened dental arch subjects with removable partial denture: A comparative study.,10.4103/1119-3077.181363,,2017
1075,Coronal tissue loss in endodontically treated teeth.,,,2012
1076,Flare-up incidence and related factors in Nigerian adults.,10.5005/jp-journals-10024-1020,,2011
1077,Clinical investigation of patient related factors in non carious cervical lesions.,,,2013
1078,Neutral zone or conventional mandibular complete dentures: a randomised crossover trial comparing oral health-related quality of life.,10.1111/joor.12533,,2017
1079,[Prevalence of halitosis in patients with dental prostheses in Senegal].,,,2011
